,formula,structure,spacegroup,formation_energy_ev_natom,bandgap_energy_ev
294,Ti6O11,"Full Formula (Ti36 O66)
Reduced Formula: Ti6O11
abc   :   7.570772  12.149019  13.500462
angles:  98.160363 105.332912 108.060502
Sites (102)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.192257  0.294759  0.859734
  1  Ti    0.807165  0.373413  0.807448
  2  Ti    0.573194  0.24767   0.505353
  3  Ti    0.138833  0.692797  0.610348
  4  Ti    0.640023  0.526478  0.442057
  5  Ti    0.860532  0.641048  0.723268
  6  Ti    0.36217   0.806655  0.891635
  7  Ti    0.695192  0.464583  0.024666
  8  Ti    0.139468  0.358952  0.276732
  9  Ti    0.428104  0.085488  0.828296
 10  Ti    0.073869  0.415614  0.672315
 11  Ti    0.360184  0.138195  0.225388
 12  Ti    0.925645  0.251434  0.99491
 13  Ti    0.926131  0.584386  0.327685
 14  Ti    0.305435  0.203758  0.641096
 15  Ti    0.924857  0.91745   0.659954
 16  Ti    0.426806  0.75233   0.494647
 17  Ti    0.304808  0.535417  0.975334
 18  Ti    0.694565  0.796242  0.358904
 19  Ti    0.698677  0.131692  0.692729
 20  Ti    0.80613   0.037502  0.472731
 21  Ti    0.139226  0.027102  0.943605
 22  Ti    0.861167  0.307203  0.389652
 23  Ti    0.571896  0.914512  0.171704
 24  Ti    0.807743  0.705241  0.140266
 25  Ti    0.301323  0.868308  0.307271
 26  Ti    0.639816  0.861805  0.774612
 27  Ti    0.429679  0.41737   0.161793
 28  Ti    0.074355  0.748566  0.00509
 29  Ti    0.359977  0.473522  0.557943
 30  Ti    0.19387   0.962498  0.527269
 31  Ti    0.570321  0.58263   0.838207
 32  Ti    0.075143  0.08255   0.340046
 33  Ti    0.860774  0.972898  0.056395
 34  Ti    0.63783   0.193345  0.108365
 35  Ti    0.192835  0.626587  0.192552
 36  O     0.642688  0.16249   0.957641
 37  O     0.906842  0.557912  0.166438
 38  O     0.700289  0.380403  0.456837
 39  O     0.641561  0.829935  0.623758
 40  O     0.454405  0.437469  0.904076
 41  O     0.358439  0.170065  0.376242
 42  O     0.359037  0.771031  0.74441
 43  O     0.302918  0.953786  0.877861
 44  O     0.426459  0.321485  0.578601
 45  O     0.736868  0.16874   0.454102
 46  O     0.357312  0.83751   0.042359
 47  O     0.457356  0.103866  0.571544
 48  O     0.982282  0.108328  0.999487
 49  O     0.301916  0.285417  0.210747
 50  O     0.0763    0.044562  0.198268
 51  O     0.078206  0.379638  0.530395
 52  O     0.173205  0.943126  0.378537
 53  O     0.9237    0.955438  0.801732
 54  O     0.199773  0.032199  0.677092
 55  O     0.921794  0.620362  0.469605
 56  O     0.263132  0.83126   0.545898
 57  O     0.094499  0.775163  0.165974
 58  O     0.573541  0.678515  0.421399
 59  O     0.3574    0.505719  0.709108
 60  O     0.359167  0.437279  0.411743
 61  O     0.544633  0.231039  0.762982
 62  O     0.093158  0.442088  0.833562
 63  O     0.299711  0.619597  0.543163
 64  O     0.826795  0.056874  0.621463
 65  O     0.262504  0.164518  0.880918
 66  O     0.984229  0.441709  0.331599
 67  O     0.357808  0.103504  0.078502
 68  O     0.425666  0.655341  0.91247
 69  O     0.093696  0.108672  0.499927
 70  O     0.263118  0.496442  0.2133
 71  O     0.6426    0.494281  0.290892
 72  O     0.905501  0.224837  0.834026
 73  O     0.921904  0.287382  0.136215
 74  O     0.697082  0.046214  0.122139
 75  O     0.425655  0.986918  0.245157
 76  O     0.199487  0.698227  0.342937
 77  O     0.800227  0.967801  0.322908
 78  O     0.736882  0.503558  0.7867
 79  O     0.017252  0.22496   0.334336
 80  O     0.200099  0.364851  0.01055
 81  O     0.737496  0.835482  0.119082
 82  O     0.640963  0.228969  0.25559
 83  O     0.545595  0.562531  0.095924
 84  O     0.800513  0.301773  0.657063
 85  O     0.574345  0.013082  0.754843
 86  O     0.640833  0.562721  0.588257
 87  O     0.799901  0.635149  0.98945
 88  O     0.906304  0.891328  0.500073
 89  O     0.542644  0.896134  0.428456
 90  O     0.078096  0.712618  0.863785
 91  O     0.015771  0.558291  0.668401
 92  O     0.017718  0.891672  0.000513
 93  O     0.982748  0.77504   0.665664
 94  O     0.826643  0.723034  0.28872
 95  O     0.698084  0.714583  0.789253
 96  O     0.642192  0.896496  0.921498
 97  O     0.82723   0.390558  0.95519
 98  O     0.455367  0.768961  0.237018
 99  O     0.173357  0.276966  0.71128
100  O     0.17277   0.609442  0.04481
101  O     0.574334  0.344659  0.08753",2,-3.451462563161764,0.0
295,TiO2,"Full Formula (Ti8 O16)
Reduced Formula: TiO2
abc   :   5.947070   5.947065   9.068326
angles:  89.999290  90.000332 120.000056
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.168026  0.831996  0.211176
  1  Ti    0.663969  0.831987  0.211185
  2  Ti    0.336031  0.168019  0.711185
  3  Ti    0.831984  0.168016  0.711182
  4  Ti    0.333315  0.666669  0.48972
  5  Ti    0.168016  0.336032  0.211182
  6  Ti    0.666685  0.333354  0.989719
  7  Ti    0.831974  0.663971  0.711176
  8  O     0.17105   0.828958  0.602691
  9  O     0.047657  0.523836  0.338231
 10  O     0.33333   0.666683  0.098871
 11  O     0.999996  6e-06     0.312965
 12  O     4e-06     9e-06     0.812965
 13  O     0.171051  0.342109  0.60269
 14  O     0.476173  0.952354  0.338229
 15  O     0.476171  0.523834  0.338229
 16  O     0.342102  0.171062  0.102692
 17  O     0.657898  0.828961  0.602692
 18  O     0.523827  0.476181  0.838229
 19  O     0.523829  0.047663  0.83823
 20  O     0.66667   0.333354  0.598872
 21  O     0.828949  0.657908  0.10269
 22  O     0.952343  0.476179  0.838231
 23  O     0.828949  0.171057  0.10269",186,-3.407375640972223,2.3165
296,TiO2,"Full Formula (Ti8 O16)
Reduced Formula: TiO2
abc   :  18.707623   4.802450   2.980932
angles:  90.000000  90.000000  90.000000
Sites (24)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Ti    0.069344  0.409177  0.25
  1  Ti    0.188098  0.909462  0.75
  2  Ti    0.311902  0.409462  0.25
  3  Ti    0.430656  0.909177  0.75
  4  Ti    0.569344  0.090823  0.25
  5  Ti    0.688098  0.590538  0.75
  6  Ti    0.811902  0.090538  0.25
  7  Ti    0.930656  0.590823  0.75
  8  O     0.013499  0.286305  0.75
  9  O     0.136617  0.115111  0.25
 10  O     0.119119  0.622409  0.75
 11  O     0.26022   0.257519  0.75
 12  O     0.23978   0.757519  0.25
 13  O     0.380881  0.122409  0.25
 14  O     0.363383  0.615111  0.75
 15  O     0.486501  0.786305  0.25
 16  O     0.513499  0.213695  0.75
 17  O     0.636617  0.384889  0.25
 18  O     0.619119  0.877591  0.75
 19  O     0.76022   0.242481  0.75
 20  O     0.73978   0.742481  0.25
 21  O     0.880881  0.377591  0.25
 22  O     0.863383  0.884889  0.75
 23  O     0.986501  0.713695  0.25",62,-3.466354435555555,2.2943
297,TiO2,"Full Formula (Ti4 O8)
Reduced Formula: TiO2
abc   :   5.597125   8.773047   3.654690
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.143031  0.627898  0.500998
  1  Ti    0.356969  0.372102  0.000998
  2  Ti    0.643031  0.872102  0.499002
  3  Ti    0.856969  0.127898  0.999002
  4  O     0.128805  0.555488  0.001103
  5  O     0.328374  0.792532  0.500295
  6  O     0.171626  0.207468  0.000295
  7  O     0.371195  0.444512  0.501103
  8  O     0.628805  0.944512  0.998897
  9  O     0.828374  0.707468  0.499705
 10  O     0.671626  0.292532  0.999705
 11  O     0.871195  0.055488  0.498897",62,-3.4862509122222214,2.9809
298,TiO2,"Full Formula (Ti4 O8)
Reduced Formula: TiO2
abc   :   5.894698   6.021556   6.021556
angles:  59.999995  59.285507  59.285512
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.272958  0.242348  0.242348
  1  Ti    0.638691  0.099237  0.631036
  2  Ti    0.638691  0.631036  0.099236
  3  Ti    0.638691  0.631036  0.631036
  4  O     0.399017  0.365406  0.365406
  5  O     0.399017  0.365406  0.870169
  6  O     0.399017  0.870169  0.365406
  7  O     0.853217  0.382261  0.382261
  8  O     0.404261  0.865246  0.865246
  9  O     0.829597  0.423051  0.873676
 10  O     0.829597  0.873676  0.423051
 11  O     0.829597  0.873676  0.873676",160,-3.33724148138889,2.439
299,Ti3O4,"Full Formula (Ti3 O4)
Reduced Formula: Ti3O4
abc   :   5.045416   5.886539   5.904848
angles: 120.143062 125.775928 105.699776
Sites (7)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Ti    0.999973   0.499976  0.499969
  1  Ti    0.999596   0.999744  0.999679
  2  Ti    0.999589   0.999738  0.499598
  3  O     0.500246   0.000196  0.235645
  4  O     0.514247   0.499906  0.757126
  5  O     0.499594  -0.000278  0.764219
  6  O     0.485525   0.499885  0.242624",65,-3.1498609064285716,0.0
300,Ti2O3,"Full Formula (Ti8 O12)
Reduced Formula: Ti2O3
abc   :   5.166937   5.168669   9.607603
angles:  89.987335  90.004528 120.008242
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.333654  0.666875  0.976548
  1  Ti    0.333165  0.666549  0.250224
  2  Ti    0.999997  0.999981  4.5e-05
  3  Ti    0.999983  5e-06     0.499997
  4  Ti    0.333752  0.666965  0.523037
  5  Ti    0.666833  0.333432  0.749827
  6  Ti    0.666231  0.333075  0.023524
  7  Ti    0.666261  0.333078  0.476863
  8  O     0.026178  0.675764  0.116417
  9  O     0.974065  0.649913  0.616415
 10  O     0.02589   0.350035  0.383489
 11  O     0.973825  0.32421   0.883658
 12  O     0.324027  0.350406  0.116605
 13  O     0.350152  0.324294  0.616577
 14  O     0.324035  0.973987  0.383275
 15  O     0.350438  0.026182  0.88344
 16  O     0.649967  0.675769  0.383317
 17  O     0.675912  0.649568  0.883469
 18  O     0.649498  0.97378   0.116612
 19  O     0.675938  0.026134  0.616659",163,-3.2395062394166674,0.0
301,Ti19O30,"Full Formula (Ti19 O30)
Reduced Formula: Ti19O30
abc   :   5.101870   5.525900  21.463126
angles:  94.291031  96.878415 117.519318
Sites (49)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.598942  0.110519  0.064858
  1  Ti    0.973485  0.791955  0.162466
  2  Ti    0.784498  0.200403  0.368461
  3  Ti    0.815078  0.099152  0.530866
  4  Ti    0.986321  0.301925  0.669941
  5  Ti    0.612329  0.001016  0.228552
  6  Ti    0.38298   0.501064  0.268868
  7  Ti    0.212045  0.301777  0.130258
  8  Ti    0.415183  0.398372  0.430258
  9  Ti    0.777549  0.69324   0.872182
 10  Ti    0.584563  0.601238  0.569169
 11  Ti    0.619357  0.502139  0.731413
 12  Ti    0.384811  0.000851  0.769702
 13  Ti    0.183877  0.900133  0.468654
 14  Ti    0.01436   0.699801  0.328718
 15  Ti    0.215691  0.799929  0.631127
 16  Ti    0.019298  0.203342  0.833009
 17  Ti    0.419936  0.904877  0.93169
 18  Ti    0.199786  0.415491  0.976165
 19  O     0.987551  0.149995  0.449886
 20  O     0.959283  0.47259   0.11718
 21  O     0.835674  0.94428   0.094865
 22  O     0.64925   0.325039  0.287221
 23  O     0.838203  0.574599  0.411699
 24  O     0.415117  0.057543  0.149184
 25  O     0.814225  0.251179  0.750405
 26  O     0.36725   0.328009  0.051454
 27  O     0.788529  0.550464  0.649891
 28  O     0.361777  0.0244    0.387136
 29  O     0.562726  0.627498  0.188098
 30  O     0.961881  0.828881  0.788256
 31  O     0.747403  0.875931  0.311736
 32  O     0.548869  0.274288  0.512165
 33  O     0.771622  0.204795  0.985613
 34  O     0.450391  0.725062  0.487502
 35  O     0.252869  0.126821  0.687932
 36  O     0.281968  0.785481  0.013255
 37  O     0.044021  0.171863  0.214125
 38  O     0.638299  0.975481  0.612524
 39  O     0.435478  0.375554  0.811486
 40  O     0.211868  0.451311  0.350043
 41  O     0.574221  0.625864  0.940916
 42  O     0.186351  0.750837  0.248768
 43  O     0.588872  0.951608  0.849645
 44  O     0.161993  0.425471  0.587809
 45  O     0.146224  0.070637  0.913044
 46  O     0.350973  0.675717  0.712455
 47  O     0.040928  0.524866  0.88839
 48  O     0.012265  0.850096  0.549925",1,-3.3459920486564614,0.0
302,TiO2,"Full Formula (Ti3 O6)
Reduced Formula: TiO2
abc   :   5.616277   5.616277   6.126830
angles:  90.000000  90.000000 120.000003
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.533273  0.533273  0
  1  Ti    0         0.466727  0.666667
  2  Ti    0.466727  0         0.333333
  3  O     0.419774  0.270987  0.212591
  4  O     0.148787  0.729013  0.454076
  5  O     0.851213  0.580226  0.879258
  6  O     0.270987  0.419774  0.787409
  7  O     0.729013  0.148787  0.545924
  8  O     0.580226  0.851213  0.120742",152,-3.4678249830555563,3.4299
303,Ti3O,"Full Formula (Ti12 O4)
Reduced Formula: Ti3O
abc   :   5.126845   5.126845   9.822376
angles:  90.000000  90.000000 119.999997
Sites (16)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  Ti    0.329707  0         0.62504
  1  Ti    0.670293  0         0.37496
  2  Ti    0.670293  0.670293  0.12504
  3  Ti    0         0.670293  0.37496
  4  Ti    1         0.329707  0.62504
  5  Ti    0.670293  0         0.87496
  6  Ti    0         0.670293  0.87496
  7  Ti    0.329707  0.329707  0.87496
  8  Ti    0.329707  0.329707  0.37496
  9  Ti    0.670293  0.670293  0.62504
 10  Ti    0.329707  0         0.12504
 11  Ti    1         0.329707  0.12504
 12  O     0         0         0.5
 13  O     0         0         0.75
 14  O     0         0         0.25
 15  O     0         0         0",193,-1.4677105565624995,0.0
304,Ti6O,"Full Formula (Ti12 O2)
Reduced Formula: Ti6O
abc   :   5.116793   5.116794   9.486886
angles:  90.000000  90.000000 119.999998
Sites (14)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  Ti    0.668088  0.664482  0.63113
  1  Ti    0.331912  0.996394  0.13113
  2  Ti    0.664482  0.996394  0.86887
  3  Ti    0.664482  0.668088  0.13113
  4  Ti    0.335518  0.331912  0.36887
  5  Ti    0.996394  0.331912  0.63113
  6  Ti    0.335518  0.003606  0.63113
  7  Ti    0.668088  0.003606  0.36887
  8  Ti    0.003606  0.335518  0.13113
  9  Ti    0.331912  0.335518  0.86887
 10  Ti    0.003606  0.668088  0.86887
 11  Ti    0.996394  0.664482  0.36887
 12  O     0.666667  0.333333  0.5
 13  O     0.333333  0.666667  0",163,-0.9187364180357146,0.0
305,TiO2,"Full Formula (Ti4 O8)
Reduced Formula: TiO2
abc   :   3.766937   6.435368   6.616213
angles: 106.182184  90.000000 107.018144
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.195287  0.390573  0.283762
  1  Ti    0.900071  0.800143  0.289602
  2  Ti    0.804713  0.609427  0.716238
  3  Ti    0.099929  0.199857  0.710398
  4  O     0.941648  0.883296  0.630021
  5  O     0.361932  0.723863  0.293397
  6  O     0.867189  0.734378  0.995291
  7  O     0.058352  0.116704  0.369979
  8  O     0.263489  0.526978  0.6525
  9  O     0.132811  0.265622  0.004709
 10  O     0.736511  0.473022  0.3475
 11  O     0.638068  0.276137  0.706603",12,-3.518830980555555,2.6774000000000004
306,Ti3O,"Full Formula (Ti18 O6)
Reduced Formula: Ti3O
abc   :   5.156309   5.156309  14.284340
angles:  90.000000  90.000000 120.000002
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.661484  0.661099  0.255286
  1  Ti    0.662129  0.6621    0.921602
  2  Ti    0.667161  0.994558  0.411442
  3  Ti    0.667161  0.672603  0.588558
  4  Ti    0.3379    0.337871  0.078398
  5  Ti    0.662129  2.9e-05   0.078398
  6  Ti    0.3379    2.9e-05   0.921602
  7  Ti    0.999615  0.661099  0.744714
  8  Ti    0.005442  0.672603  0.411442
  9  Ti    0.999615  0.338516  0.255286
 10  Ti    0.338901  0.000385  0.255286
 11  Ti    0.005442  0.332839  0.588558
 12  Ti    0.661484  0.000385  0.744714
 13  Ti    0.999971  0.337871  0.921602
 14  Ti    0.999971  0.6621    0.078398
 15  Ti    0.338901  0.338516  0.744714
 16  Ti    0.327397  0.994558  0.588558
 17  Ti    0.327397  0.332839  0.411442
 18  O     0.333333  0.666667  0.16655
 19  O     0.666667  0.333333  0.833186
 20  O     0.666667  0.333333  0.166814
 21  O     0.333333  0.666667  0.83345
 22  O     0         0         0.5
 23  O     0.333333  0.666667  0.5",149,-1.5697669586458336,0.0
307,Ti2O3,"Full Formula (Ti12 O18)
Reduced Formula: Ti2O3
abc   :  13.332359   3.003691   7.663660
angles:  90.000000  98.962105  90.000000
Sites (30)
  #  SP           a     b         c
---  ----  --------  ----  --------
  0  Ti    0.018684  0.25  0.193315
  1  Ti    0.117477  0.25  0.542818
  2  Ti    0.219492  0.75  0.159086
  3  Ti    0.275166  0.75  0.820204
  4  Ti    0.399028  0.25  0.489258
  5  Ti    0.435827  0.25  0.134082
  6  Ti    0.564173  0.75  0.865918
  7  Ti    0.600972  0.75  0.510742
  8  Ti    0.724834  0.25  0.179796
  9  Ti    0.780508  0.25  0.840914
 10  Ti    0.882523  0.75  0.457182
 11  Ti    0.981316  0.75  0.806685
 12  O     0.033163  0.75  0.385151
 13  O     0.125119  0.75  0.730201
 14  O     0.075914  0.75  0.050034
 15  O     0.175843  0.25  0.310064
 16  O     0.284574  0.25  0.639729
 17  O     0.266042  0.25  0.007727
 18  O     0.421937  0.75  0.946924
 19  O     0.367316  0.75  0.285477
 20  O     0.471729  0.75  0.631955
 21  O     0.528271  0.25  0.368045
 22  O     0.632684  0.25  0.714523
 23  O     0.578063  0.25  0.053076
 24  O     0.733958  0.75  0.992273
 25  O     0.715426  0.75  0.360271
 26  O     0.824157  0.75  0.689936
 27  O     0.924086  0.25  0.949966
 28  O     0.874881  0.25  0.269799
 29  O     0.966837  0.25  0.614849",11,-3.2486012607499988,0.0
308,TiO,"Full Formula (Ti3 O3)
Reduced Formula: TiO
abc   :   4.086668   4.086668   4.086668
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Ti    0    0.5  0.5
  1  Ti    0.5  0    0.5
  2  Ti    0.5  0.5  0
  3  O     0    0    0.5
  4  O     0    0.5  0
  5  O     0.5  0    0",221,-2.8074590489583335,0.0
309,TiO,"Full Formula (Ti1 O1)
Reduced Formula: TiO
abc   :   2.826466   2.826441   2.837852
angles:  89.999986  90.000014 120.000577
Sites (2)
  #  SP           a         b    c
---  ----  --------  --------  ---
  0  Ti    0.666684  0.333316  1
  1  O     1.6e-05   0.999984  0.5",187,-2.822034823958335,0.0
310,TiO2,"Full Formula (Ti8 O16)
Reduced Formula: TiO2
abc   :   9.596446  11.047821   3.016806
angles:  89.871467  89.960224  89.982692
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.017213  0.130588  0.250007
  1  Ti    0.235833  0.343476  0.747581
  2  Ti    0.264337  0.844027  0.251959
  3  Ti    0.482193  0.630098  0.749654
  4  Ti    0.517265  0.367251  0.249327
  5  Ti    0.736166  0.153821  0.747618
  6  Ti    0.764296  0.653885  0.251133
  7  Ti    0.982532  0.867241  0.749661
  8  O     0.094969  0.954567  0.249622
  9  O     0.124677  0.187868  0.749143
 10  O     0.132899  0.767709  0.752975
 11  O     0.150585  0.404765  0.247825
 12  O     0.34832   0.906636  0.749934
 13  O     0.367029  0.267499  0.252775
 14  O     0.373495  0.687433  0.250697
 15  O     0.404453  0.454483  0.749366
 16  O     0.594551  0.543322  0.25044
 17  O     0.624563  0.309421  0.749741
 18  O     0.632816  0.729518  0.751771
 19  O     0.650628  0.093127  0.249107
 20  O     0.847968  0.590626  0.750252
 21  O     0.867192  0.230489  0.252417
 22  O     0.873358  0.8106    0.250672
 23  O     0.904637  0.043     0.749364",62,-3.428238727638888,2.7647
